Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
06-07-06,115.65,115.65,113.05,114.75,114.8,979400,1124.36
07-07-06,114,117.45,114,115.6,115.5,3272478,3806.31
10-07-06,115,117.9,114.45,117.6,117.35,1681266,1959.92
11-07-06,117.5,118,116.3,116.75,116.9,710021,829.59
12-07-06,116.3,118.8,113.65,118.1,118.2,2049346,2392.96
13-07-06,118.8,118.95,116.25,118.05,117.95,687045,807.56
14-07-06,116.7,118.75,115.25,118.15,118.35,1660572,1942.66
17-07-06,117,117.9,111.7,114.1,113.5,1788749,2054.99
18-07-06,114,116,112.5,112.5,113.1,1764432,2001.62
19-07-06,114,114.85,109.3,112,111.05,1869366,2079.17
20-07-06,113.8,114.6,111.6,113.55,113.65,1017701,1152.12
21-07-06,113,113.5,107.1,108,107.75,1975663,2155.63
24-07-06,107.6,108.5,104.4,107.65,107.2,1635202,1743.77
25-07-06,108.2,111.65,108.2,110.35,110.55,2012149,2226.6
26-07-06,108,112,108,111.65,111.7,652025,724.87
27-07-06,113,115.45,112.1,114.15,114.45,3361011,3839.02
28-07-06,114.9,115.45,113.2,114.8,114.9,1262660,1444.59
31-07-06,115.45,116.95,114.55,115.25,115.25,656807,762.17
01-08-06,115.25,116.75,114.65,116,116,848028,982.31
02-08-06,116.75,120.9,116,120.4,120.4,5358992,6414.58
03-08-06,121.5,123.75,119.55,119.7,120.65,2607882,3181.52
04-08-06,121,122.65,118.1,119.75,119.8,1537483,1849.32
07-08-06,120,121.5,118.75,120.95,120.65,989042,1194.02
08-08-06,120.5,122.15,120.5,121,121.25,661935,804.41
09-08-06,121,122.25,120.5,121,121.1,1110456,1348.45
10-08-06,121.1,122.7,121,121.3,121.45,1448794,1763.83
11-08-06,121,125,120,124,124.3,1898453,2346.27
14-08-06,126,126.45,124.5,125.25,125.15,1034545,1298.42
16-08-06,126.4,126.95,125.05,125.25,125.8,1441409,1817.15
17-08-06,126.4,127,124.3,124.6,124.8,1042683,1307.66
18-08-06,126,126.15,124.1,124.85,125,1390190,1741.12
21-08-06,124.5,125.9,123.6,124.1,124.2,662076,822.39
22-08-06,124.25,125,122.25,122.5,122.8,1286752,1591.54
23-08-06,123,124.7,122.5,123.9,124,1914923,2373.96
24-08-06,123.95,127.5,123.05,126,126.05,2351562,2939.91
25-08-06,127.1,127.7,124.6,124.6,125.1,1500273,1887.01
28-08-06,125.2,125.75,124.25,124.65,124.75,1050768,1314.54
29-08-06,125,128.25,124.25,126.85,127.35,4789635,6081.62
30-08-06,127.45,127.45,124.55,125,125.2,1459609,1832.83
31-08-06,126,126.9,123.85,124.6,124.25,1612841,2014.79
01-09-06,124.5,126.7,124.05,125.45,125.9,1135705,1427.75
04-09-06,126.5,128.6,126,126.75,126.85,2005256,2552.08
05-09-06,127,128,125.45,126.15,125.95,628169,791.52
06-09-06,125.95,127.6,125.45,126.4,126.35,667716,846.7
07-09-06,126.8,126.8,125.3,125.7,125.65,539069,678.48
08-09-06,125.95,126.5,124.4,125,125.1,762394,955.29
11-09-06,125.25,125.95,120.05,120.8,120.8,887528,1092.83
12-09-06,120.5,124.5,116,124.2,123.95,1603061,1950.22
13-09-06,124.5,130.75,124.5,129.6,129.3,3517461,4511.71
14-09-06,130,130.85,126.9,128.5,128.6,3535460,4539.51
15-09-06,128.9,129.5,126.15,127.35,127.4,1435285,1834.47
18-09-06,128,129.45,126.75,129.2,128.95,1867572,2391.57
19-09-06,129,131.15,126.55,126.55,127.6,4001504,5193.77
20-09-06,120,130.1,120,130.05,129.95,2507257,3240.64
21-09-06,130.25,131.5,129.05,129.25,129.7,1960627,2552.55
22-09-06,129.7,130.5,128.15,129.4,129.05,1170297,1512.46
25-09-06,129.05,129.75,126.3,126.5,126.95,1607303,2063.36
26-09-06,127,128.1,126.3,127.3,127.45,991449,1261.52
27-09-06,128,129.5,127.1,127.35,127.6,2003763,2560.26
28-09-06,128,128.9,126.8,127.5,127.35,2030334,2589.27
29-09-06,129.5,130.75,127.65,130,130.1,3057841,3970.71
03-10-06,130.75,133.9,129.25,133.35,133.25,1775850,2346.01
04-10-06,132,134.5,129.5,130,130.05,3083529,4049.53
05-10-06,133,133,130.5,131.1,130.95,649000,852.36
06-10-06,131.1,132.45,130.5,130.75,130.75,661314,869.36
09-10-06,130.5,131.5,128.55,129.55,129.55,704748,918.45
10-10-06,130.1,133.95,130,132,132,3125359,4140.49
11-10-06,133,133.35,129.65,130.15,130.15,2476336,3268.32
12-10-06,131.1,131.25,129.1,130.65,130.45,2780012,3626.53
13-10-06,132.9,132.9,129.8,130.15,130.1,1265454,1658.09
16-10-06,130.25,132.35,130.25,130.8,131.15,3027080,3975.99
17-10-06,131.3,131.3,127.5,128.25,128.5,1705719,2199.89
18-10-06,128.9,129,126.65,127.1,127,1267214,1617.14
19-10-06,127.5,128,125.2,125.4,125.8,2321864,2932.04
20-10-06,126.1,127.35,125.85,126,126.15,1014910,1283.19
21-10-06,127,127,126,126.3,126.45,172922,218.58
23-10-06,127,127,125.1,125.5,125.65,2536637,3191.04
26-10-06,126,127.45,125.7,126.9,126.6,2232261,2829.03
27-10-06,127,129.5,127,129.3,129.3,1816552,2338.35
30-10-06,129.05,130.3,128.05,129.9,129.85,1045036,1352.58
31-10-06,130.3,130.95,129.15,129.6,129.6,1200699,1560.73
01-11-06,130,130.95,129.45,130.35,130.35,1188095,1544.62
02-11-06,130,132,129.2,129.7,129.55,753476,981.56
03-11-06,130.5,132.1,129.55,132,131.65,1144559,1497.64
06-11-06,132.1,133.75,130.75,133.5,133.4,2537284,3361.14
07-11-06,134.05,134.45,130.5,130.5,131.05,921110,1213.5
08-11-06,131.05,132,127.4,129.25,128.4,987972,1271.2
09-11-06,129,130,127.05,129,128.75,2014791,2614.05
10-11-06,129.9,130.95,128.3,130.5,130.6,1002698,1304.68
13-11-06,130.5,138.7,130.25,138.15,137.95,7272392,9886.14
14-11-06,139,139.4,133.75,134.75,135.15,3728819,5058.1
15-11-06,135.15,137.4,133.25,133.3,134.2,2181668,2943.97
16-11-06,134,136.85,132.65,135.2,135.3,2859653,3870.68
17-11-06,137,148,136.3,140.1,139.05,10065570,14066.25
20-11-06,139,140.1,133.4,135.65,135.5,5655941,7658.45
21-11-06,138,139.15,136,139,138.55,2671226,3678.52
22-11-06,139.25,140.75,138,140.15,140.25,2515187,3503.56
23-11-06,141,143.9,139.5,142.35,142.35,3719528,5294.84
24-11-06,133,151,133,149.35,150.15,8434438,12499.15
27-11-06,150,157.9,150,153.55,153.9,8404673,12991.64
28-11-06,153.5,156.1,148.65,149.65,149.9,12177354,18468.51
29-11-06,151,153.4,148.3,148.6,148.85,4702295,7069.81
30-11-06,149,152,145.5,148.55,146.95,5383106,7963.15
01-12-06,149,149.9,147.75,148,148.1,2440747,3630.38
04-12-06,149,152,147.55,151.95,150.95,3622318,5453.69
05-12-06,152,152.8,149,149.75,149.6,2177745,3285.18
06-12-06,150.4,151.45,147,148,148.05,2055663,3063.21
07-12-06,149.6,152.75,147.6,151.5,151.65,2822134,4253.34
08-12-06,152.3,154.5,151.1,151.4,152,5734430,8770.33
11-12-06,153.2,153.2,140.1,141.25,142.75,6442356,9395.69
12-12-06,142.7,143.85,131.65,137,136.2,6653636,9243.21
13-12-06,137,141.25,132,141.2,140.2,5459178,7501
14-12-06,142.4,147.2,141,145.3,145.35,4886633,7067.93
15-12-06,146,147.7,142.2,143.6,143.1,4623880,6679.38
18-12-06,144.2,144.95,139.25,140.75,140.75,8149346,11484.08
19-12-06,141,141.75,132.75,133.35,134,10523213,14345.76
20-12-06,135,136.9,132.25,133.65,133.8,4472601,6027.61
21-12-06,134.4,134.8,131.55,133.35,133.35,3234832,4321.74
22-12-06,134,134.95,132.7,133.75,133.95,2545671,3413.33
26-12-06,134.6,137.4,134,137.2,137.05,3555824,4856.84
27-12-06,138.25,139,136.05,137.2,137,2911998,4011.13
28-12-06,137,137.95,135.1,136,135.8,5622002,7654.39
29-12-06,136.8,137.7,135.2,137,136.5,2528023,3442.89
02-01-07,137.8,138.4,136,138.1,138,1531984,2110.96
03-01-07,139,140.8,138.3,138.9,138.95,2490682,3475.26
04-01-07,139.5,139.9,136.4,136.55,136.95,2138929,2959.55
05-01-07,136,138.75,135.5,138.15,138,1980587,2732.86
08-01-07,136.9,137.7,134.55,136.9,136.9,3200596,4371.03
09-01-07,136.8,138.25,134.8,135.3,135.15,1959352,2681.37
10-01-07,135.6,135.6,131.55,133,132.75,6299154,8388.95
11-01-07,133,138.4,132.25,137.75,137.3,3634625,4924.16
12-01-07,138,139.95,138,138.85,138.65,2564987,3564.73
15-01-07,139.8,139.9,138,138.55,138.5,1328621,1842.04
16-01-07,138.3,139.45,137.4,137.85,137.85,778291,1074.03
17-01-07,138,140.5,137.3,139.85,139.5,1405429,1960.49
18-01-07,140,142.5,138.5,139.35,139.6,2813813,3951.58
19-01-07,140.3,140.5,137,139,138.25,2413908,3334.18
22-01-07,139,139.4,138.05,138.45,138.5,1123145,1556.67
23-01-07,138,139.25,134.1,135.5,135.05,2308283,3167.39
24-01-07,136,137.5,135.6,136,136.2,1000154,1364.15
25-01-07,136.2,139.05,136.2,137.85,137.4,3175270,4371.34
29-01-07,137.5,144.25,137.5,142.85,142.6,5354250,7609.68
31-01-07,144.4,145.75,140.75,141.5,142.05,5614462,8049.42
01-02-07,143,146.25,141.25,146.15,145.7,2691398,3878.83
02-02-07,146.8,146.8,142,142.95,142.4,3379093,4879.63
05-02-07,143,143.85,140.8,141.35,141.25,2100268,2976.24
06-02-07,142.4,143.6,140.75,141.05,141.25,2086577,2962.65
07-02-07,141.5,143.9,140.1,142.7,142.95,3054677,4360.13
08-02-07,142.7,145.2,141.85,143.05,142.75,4023125,5773.52
09-02-07,140.25,146.5,140.25,144.95,145.1,5106324,7372.26
12-02-07,145.5,145.8,139.65,144.15,144,5890031,8443.1
13-02-07,144,147.3,142.55,144.55,144.85,3541041,5143.82
14-02-07,144.1,145.2,141,144,144.15,2234389,3208.6
15-02-07,145,146.45,140.75,142.25,142.35,4801541,6875.07
19-02-07,143,143.95,141.5,141.8,141.95,1449365,2065.58
20-02-07,142.1,143.15,140.5,142.4,142.05,1886101,2676.85
21-02-07,142.4,143.75,140.9,142.65,142.55,2508253,3567.91
22-02-07,141.5,144.05,141.45,144.05,142.55,4855426,6920.15
23-02-07,142.8,143.9,140.7,142,142.15,3741047,5329.13
26-02-07,141.1,143.5,141,142.5,142.35,2027020,2881.69
27-02-07,142.8,144,141.75,142.05,142.5,1411186,2017.61
28-02-07,136.3,143.2,135.7,139.3,139.9,7264453,10205.76
01-03-07,139.9,142.4,137.5,142.15,142.05,2367417,3308.81
02-03-07,140,142.4,140,141,141.45,4199148,5941.86
05-03-07,132,139.95,129,135.25,136.8,10235873,13707.67
06-03-07,137,139,131.15,132.55,132.95,7591076,10193.58
07-03-07,133,135.5,131.75,132,132.4,3504340,4681.35
08-03-07,131.1,136.9,131.1,136.75,136.05,1172833,1568.93
09-03-07,137,141,134.25,139.8,140.05,3984395,5547.54
12-03-07,140.7,143.25,138.6,139.25,139.35,2502619,3509.67
13-03-07,140,142.95,139.45,142.5,142.45,1133483,1604.64
14-03-07,132.05,139.9,132.05,138.55,138.95,2637265,3656.91
15-03-07,139.95,141.5,139.5,139.5,140.5,1038665,1456.56
16-03-07,139.9,141,138.4,140,140.4,1042553,1457.06
19-03-07,141.65,145,139.75,143.8,143.75,1444559,2062.93
20-03-07,143.1,145.3,142.25,142.6,142.95,1408594,2021.43
21-03-07,144.6,144.9,142.5,143.2,143.7,1082974,1555.69
22-03-07,144.7,144.85,143.3,144.3,144.2,1930912,2781.79
23-03-07,143.35,146.5,143.2,144.7,145,1384938,2005.4
26-03-07,145,145.85,142.25,143.1,143.35,719674,1032.77
28-03-07,143,143.85,140.4,142.25,143.25,1403581,1996.65
29-03-07,142.9,146.5,141.5,146.25,145.5,3420663,4932.67
30-03-07,146,151.5,145,150,150.25,3659784,5483.31
02-04-07,148.45,148.9,145.55,146,147,1312634,1937.52
03-04-07,147.1,155.9,147,153.7,153.95,5163662,7885.85
04-04-07,154,162.25,153.95,160.95,161.15,11974436,19089.12
05-04-07,161,162.75,157.1,157.95,158.7,8623110,13761.5
09-04-07,159,161.7,158.35,159.5,159.2,2552443,4083.43
10-04-07,160,160.85,156.5,157.7,157.75,3651531,5761.68
11-04-07,158,161.3,156.6,159.5,158.5,4387365,6952.76
12-04-07,158.9,161.2,156.65,160.25,159.9,4296338,6832.25
13-04-07,157.2,161.7,156.3,157.3,157.4,3579928,5658.42
16-04-07,159.8,160.6,157.8,158.85,158.75,2618839,4158.41
17-04-07,159.25,160.3,142.1,156.95,157.1,2433059,3855.92
18-04-07,157,163.5,157,161.85,162.05,5464347,8845.93
19-04-07,161,163.75,159,159.6,159.95,4412708,7096.36
20-04-07,160.05,161.8,159,159.9,160.05,2081553,3340.52
23-04-07,160,162.95,158.35,158.6,159.35,2324202,3735.55
24-04-07,158,161.45,157.55,158.65,158.25,3695706,5903.88
25-04-07,158.95,159.2,156.15,156.95,156.9,2471894,3889.1
26-04-07,158,160.4,154.5,160,158.1,4402035,6910.95
27-04-07,160,160.9,157.7,158.55,159.4,2058418,3280.32
30-04-07,159,160.7,157.15,159.6,159.8,1131598,1801.15
03-05-07,160.8,162.5,158.75,159.15,159.2,1923423,3083.93
04-05-07,158,160.5,156.8,158.2,158,1486860,2354.89
07-05-07,159,159.2,155.35,155.85,155.9,840502,1323.22
08-05-07,155,157.3,154.05,154.6,154.6,1113133,1736.7
09-05-07,150.05,156.25,150.05,154.7,154.2,792782,1222.91
10-05-07,154.6,156.2,150.5,151.45,151.1,2185971,3361.73
11-05-07,152,155.5,148.35,155.25,154.9,1123494,1719.26
14-05-07,155.75,158.75,155.75,156.6,156.95,1683175,2644.05
15-05-07,157,157.5,155.1,156.05,156.05,750914,1171.02
16-05-07,156.25,159.4,156,157,156.75,2538574,3995.21
17-05-07,158.4,159.35,157,158.8,158.85,5020131,7962.49
18-05-07,158.85,159.25,155.1,155.95,155.75,2935851,4628.2
21-05-07,156,157,153.8,155.5,156.25,6385089,9887.83
22-05-07,156,157.2,153.4,154.65,154.85,5045895,7809.36
23-05-07,155.8,156.85,154,156.75,155.6,1138671,1766.62
24-05-07,156.25,163,156,161.85,162.3,5001346,8007.17
25-05-07,160,164.8,160,163.2,163.7,3995681,6536.77
28-05-07,165,166.45,161.55,162,162.5,2568372,4224.21
29-05-07,163,163.9,160.25,161,160.75,1223967,1979.42
30-05-07,161,164.7,159.55,160.3,160.3,2441436,3969.05
31-05-07,160.5,162.85,156.75,159.25,158.5,2272571,3603.11
01-06-07,161.4,161.4,157.85,159.4,158.4,2543127,4071.73
04-06-07,160,162.45,158.8,160.6,160.65,1843579,2953.51
05-06-07,160.6,160.75,158.5,159.5,159.6,642002,1024.03
06-06-07,165,165,154.2,156,155.75,3440490,5489.75
07-06-07,155.1,157.4,153.5,155.5,155.45,2373585,3684.21
08-06-07,154.4,154.9,152,154,154,951896,1464.27
11-06-07,155,155.9,153.9,155.15,154.65,2563435,3965.35
12-06-07,154.65,155.75,152.1,153.15,153.15,1122905,1718.71
13-06-07,153.9,154.6,152,152.6,153.2,3327863,5108.86
14-06-07,153.2,154.75,152,153.95,153.6,1990775,3062.53
15-06-07,154,155,150,150.8,150.75,5384643,8147.89
18-06-07,152,152.9,149,149.5,149.4,2575114,3868.88
19-06-07,149.9,151.8,149.25,151.4,151.2,2015434,3040.49
20-06-07,152.4,158.5,150.05,151,150.65,2112238,3191.59
21-06-07,151.4,152.5,149.5,149.65,149.8,2798154,4209.38
22-06-07,151,153.45,151,152.6,152.75,1976885,3019.47
25-06-07,153,153.95,152.3,153.4,153.4,1070772,1639.83
26-06-07,153,154.35,152.75,153.65,153.65,980148,1505.16
27-06-07,153.15,154,149.85,150.1,150.35,1320032,2003.28
28-06-07,151.4,152.9,150.3,151.2,151,2527538,3821.1
29-06-07,151.1,154,151.1,152.55,152.8,1285911,1961.69
02-07-07,152.8,153.8,151.9,152.1,152.05,1265401,1931.37
03-07-07,154.55,154.85,151.45,152.1,151.9,1264013,1924.06
04-07-07,153.4,156.3,151.95,155.9,155.4,2163860,3337.9
05-07-07,156.6,157.45,151.6,153,152.9,2502383,3839.28
06-07-07,153,156.25,153,154.5,155.15,3359844,5181.49
09-07-07,155.15,158.2,154.65,157,157.15,3018762,4737.34
10-07-07,158,158.2,155.1,155.35,155.9,1554430,2425.84
11-07-07,156,156,153.3,155.1,154.85,2248984,3474.69
12-07-07,155.2,157.4,155.05,157.4,156.9,1917612,2999.01
13-07-07,155.15,159.4,155.15,157,157.1,2598966,4103.89
16-07-07,158,158.2,154.1,155.05,154.95,3173506,4936.14
17-07-07,155.65,159.6,154.7,155.15,155.1,3677312,5754.48
18-07-07,155,156.2,153.5,155.6,155.75,1157209,1795.33
19-07-07,155.75,157,154.4,157,156.25,1480066,2298.33
20-07-07,157,160.1,153.95,155,154.75,4548427,7114.38
23-07-07,155,158.2,152.8,157.6,157.85,3650514,5730.49
24-07-07,158.6,166.35,158,164,163.65,9194235,15038.32
25-07-07,163.65,169.5,161.2,167.75,167.65,7559358,12640.89
26-07-07,170,170.5,166.3,167.8,168.15,3567917,6007.97
27-07-07,167,167,160,161,161.25,2781914,4523.59
30-07-07,161.1,163.9,160.75,163.3,163.2,3300927,5373.82
31-07-07,165,168.8,161.6,165.65,165.8,5229876,8635.86
01-08-07,164.2,164.2,159.55,160.95,160.35,2843735,4578.35
02-08-07,161.1,165.55,159.05,162,162.35,2230084,3631.66
03-08-07,164.45,168.35,163.3,165.8,165.9,2811167,4662.37
06-08-07,161,165.45,160.4,163.75,163.55,3983586,6513.99
07-08-07,164.8,167.9,164.8,166.5,166.75,2517541,4198.49
08-08-07,168.5,173.55,167,171.5,170.95,8821284,15139.25
09-08-07,173.5,175.9,168.3,168.7,169.7,6961341,12032.53
10-08-07,165.1,166.5,162,165,164.85,2435951,4008.88
13-08-07,167.45,169,166.05,168.45,167.95,1184135,1987.41
14-08-07,168,176.6,168,172.75,172.7,6888324,11966.65
16-08-07,165.05,170.25,165.05,167.2,168.1,4494753,7589.93
17-08-07,167,169.5,158.15,163,162.65,8188813,13377.85
20-08-07,165,169.95,163.1,163.5,163.85,3169767,5217.79
21-08-07,164,166.9,159,159.05,159.65,4043111,6595.33
22-08-07,160,162.25,156.1,161.55,160.9,4587708,7315.71
23-08-07,164.6,164.6,158.2,161.35,160.2,1824148,2951.06
24-08-07,161,164.1,159.6,163.9,163.8,1390863,2251.11
27-08-07,165,169.8,165,167.9,168,3562469,5980.71
28-08-07,169.6,169.6,166.4,167,167.4,1629227,2733.55
29-08-07,163.6,166.5,163.6,164.9,165.25,1378406,2277.71
30-08-07,166,168.1,163.35,166.1,166.4,5552818,9215.64
31-08-07,167.9,174.9,165.7,173,173.35,4641865,7995.1
03-09-07,174,187.9,172.5,184.25,185.35,7726763,13987.2
04-09-07,187.4,187.4,180.75,181.05,181.25,4345139,7941.87
05-09-07,183.8,188.65,181.5,185,185.6,9019092,16821.33
06-09-07,183.9,187,183.3,186.6,186.2,2327975,4317.26
07-09-07,186.9,191.2,184.65,187.4,187.05,3626609,6829.18
10-09-07,185,192,184.9,191.85,191.1,2891019,5499.07
11-09-07,192.8,197.5,189.05,197,196,5896133,11402.81
12-09-07,196,197.4,189.55,189.8,190.45,5102080,9852.8
13-09-07,191.45,192.9,189,191.65,191.95,3621836,6922.51
14-09-07,193.5,195,184.55,186.1,185.75,3803261,7205.85
17-09-07,189,189,181.3,182.85,183.55,3736884,6874.75
18-09-07,183.05,186,182,185.1,184.6,13519166,24919.23
19-09-07,189.5,190.95,186.45,190,189.4,6296058,11845.17
20-09-07,191.5,194.6,187.4,187.8,189.5,4832571,9241.5
21-09-07,188.7,189.5,182,184,187.35,31688256,59240.03
24-09-07,186.8,198,186,196.15,196.45,16461772,32017.98
25-09-07,196,200,191.8,192.7,194.45,10059598,19605.4
26-09-07,194.95,197,190.2,191.2,191.5,8379866,16271.38
27-09-07,192.8,194.95,189.25,193.95,193.95,10248507,19760
28-09-07,194,196.75,192.7,194.55,193.95,6175569,12008.75
01-10-07,195.25,208.75,194.65,206.95,206.5,11070804,22505.19
03-10-07,208.6,223.7,202.55,217.25,216.8,23783366,51278.61
04-10-07,220,228.25,213.15,228.2,226.35,17925542,39999.82
05-10-07,230,231,212.55,213.3,214.45,9994769,22083.67
08-10-07,215,218.85,201.1,204.8,204.9,7436975,15353.62
09-10-07,202,220,196.2,218.4,218.15,9972911,20954.38
10-10-07,220,223.9,210.6,218.55,219.3,9698961,21274.9
11-10-07,220,223.5,218.1,222.5,222.55,7207773,15927.03
12-10-07,223.4,225.55,215.6,218,217.65,9640900,21227.09
15-10-07,219,228.55,216.8,226.5,227.4,12690695,28538.07
16-10-07,227.9,235,223.55,232.2,231.5,20576634,47308.91
17-10-07,224,224,201.65,218.9,220.45,19203256,41697.04
18-10-07,221.95,230.9,203,203.9,208.35,17691397,39325.73
19-10-07,213,213,199.1,201.4,201.55,9063197,18466.01
22-10-07,195,203.4,192.15,199.85,199.6,6479222,12974.19
23-10-07,206.9,220.5,201,220,218.8,10072243,21333.08
24-10-07,223,225,215.65,222.4,222.15,10278689,22711.25
25-10-07,224.15,225,219.6,220.9,222.55,11253994,25011.46
26-10-07,223.5,231,220,228.9,228.9,9034225,20550.52
29-10-07,233,240,231.4,233.2,233.25,9212644,21725.28
30-10-07,235,239,229,234.85,234.25,8467725,19858.08
31-10-07,236,243,234,239.05,238.9,9204912,22111.49
01-11-07,242.95,244.7,228.2,234.95,230.15,6777101,16070.98
02-11-07,229,236.9,221.05,234.5,234.85,8464797,19759.19
05-11-07,235.9,242.9,234.15,236.65,237.05,8544828,20400.36
06-11-07,239.1,249,236,241.25,240.25,18897187,45994.27
07-11-07,241,246.1,234.3,240.65,240.75,7551924,18207.67
08-11-07,235,244.9,235,240.3,240.1,5631063,13551.77
09-11-07,249.85,249.85,237,237.95,241.15,1786006,4324.24
12-11-07,237,257.5,234.75,257,253.45,11978142,29343.12
13-11-07,253,278.7,253,274.15,272.15,23130030,61612.25
14-11-07,278,282,271.15,277.05,277.55,13748390,38068.39
15-11-07,279,283.3,267.6,268.55,269.4,15701287,42734.43
16-11-07,267.45,273.65,263.25,265.2,264.4,8487815,22727.1
19-11-07,266.5,272,263.6,264.9,264.9,7470364,19955.05
20-11-07,269.8,269.8,258.55,260.6,259.85,7114182,18777.33
21-11-07,236.4,260.8,236.4,238.9,239.4,9685721,24008.16
22-11-07,239,242.8,219.55,230.95,227.3,19055622,43415.72
23-11-07,232,238.7,229.25,235.9,236.75,10579773,24848.82
26-11-07,236.3,244.3,235,239.2,238.7,8733317,21019.06
27-11-07,237.9,239,233,234.95,235,7044728,16552.76
28-11-07,236.9,241.5,229.05,229.5,230.85,8164066,19365.57
29-11-07,233,238.2,225.2,230.85,231.25,14601839,33861.62
30-11-07,231.2,239.5,230.05,237.65,236.65,17003518,40052.83
03-12-07,238,243.45,238,239.75,240.2,7723534,18604.42
04-12-07,241,243.9,238,239.85,239.15,7146147,17196.26
05-12-07,240.5,246.2,240,245.1,245.1,16193792,39376.4
06-12-07,249,253.85,242.55,245.3,245.2,13817843,34472
07-12-07,247.5,251.4,238,245.95,245.8,10129215,24688.28
10-12-07,247.7,247.7,240,241.25,241.25,4652408,11248.57
11-12-07,243,248,241.75,242.4,243.55,6703644,16414.94
12-12-07,243.55,252,238,251.25,251.15,10000548,24664.96
13-12-07,253,253.25,242,245.5,245.75,5535059,13731.79
14-12-07,245.75,250,243.35,246.9,246.85,5389484,13364.08
17-12-07,245.5,246.9,225,229.8,228.1,7518666,17671.93
18-12-07,229,235,226.5,232.4,231.8,6323675,14663.28
19-12-07,235,236.95,225,229.35,228.9,6178064,14238.37
20-12-07,231,231.9,226.8,229.9,228.85,5686935,13019.15
24-12-07,232,238,232,236.35,236.65,4338655,10196.6
26-12-07,239,244.95,237.1,239.5,239.65,4569106,10922.92
27-12-07,241.15,242,236.6,241.5,240.2,6987682,16731.77
28-12-07,241,245,238.3,241.4,241.4,4738391,11450.68
31-12-07,244,252.8,241.9,251.5,250.9,6660592,16515.35
01-01-08,253,259.9,249.3,258,257.45,9181193,23413.25
02-01-08,259,260.6,250.5,257.1,257.1,9911777,25318.44
03-01-08,257,278.25,254.25,274.3,276.1,25251648,68030.5
04-01-08,275,279.7,270.05,270.5,271.45,15690852,43134.28
07-01-08,270,274.9,264.1,268.55,268.8,7115611,19256.82
08-01-08,270,272.85,259.35,267,264.9,12215701,32303.94
09-01-08,266.25,279.4,262.1,276,277.15,16240067,44539.21
10-01-08,277,283.45,263.45,266.15,265.85,16313197,45023.78
11-01-08,267.1,274.45,262.1,274.45,272.25,10923531,29338.39
14-01-08,275,287.9,270,286.85,284.65,12711465,35548.7
15-01-08,289,290.75,271,271.8,274,18865911,53227.65
